sys_datetime,unix_timestamp,raw_accel_x_lsb,raw_accel_y_lsb,raw_accel_z_lsb,raw_gyro_x_lsb,raw_gyro_y_lsb,raw_gyro_z_lsb,imu_type,imu_status_hex,veh_lat_acc_ms2,veh_long_acc_ms2,veh_vert_acc_ms2,veh_pitch_rate_degs,veh_roll_rate_degs,veh_yaw_rate_degs
2026-05-22 16:35:23.653990,1779482123.653990,-272326,-169188,164355267,67290,61177,-15958,61,eae9fe00,,,,,,
2026-05-22 16:35:23.656715,1779482123.656715,-272326,-169188,164355267,67290,61177,-15958,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.658513,1779482123.658513,-248847,-202301,164378360,46145,47045,-23477,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.660661,1779482123.660661,-248847,-202301,164378360,46145,47045,-23477,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.662491,1779482123.662491,-262777,-156701,164394290,53085,59027,-19510,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.664778,1779482123.664778,-262777,-156701,164394290,53085,59027,-19510,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.666594,1779482123.666594,-299562,-172827,164414726,43903,37468,-37349,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.671530,1779482123.671530,-299562,-172827,164414726,43903,37468,-37349,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.673372,1779482123.673372,-303373,-158081,164369969,65480,38286,-44952,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.675697,1779482123.675697,-303373,-158081,164369969,65480,38286,-44952,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.676894,1779482123.676894,-309618,-155307,164375514,81324,53334,-27850,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.678520,1779482123.678520,-309618,-155307,164375514,81324,53334,-27850,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.679493,1779482123.679493,-351664,-170291,164368947,83927,40526,-16314,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.680538,1779482123.680538,-351664,-170291,164368947,83927,40526,-16314,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.682003,1779482123.682003,-351664,-170291,164368947,83927,40526,-16314,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.682662,1779482123.682662,-344262,-171226,164415713,102679,34592,-20473,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.683531,1779482123.683531,-317062,-194904,164393751,89113,38816,-40929,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.684664,1779482123.684664,-317062,-194904,164393751,89113,38816,-40929,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.685715,1779482123.685715,-260470,-168892,164383490,85371,78014,-57317,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.687011,1779482123.687011,-260470,-168892,164383490,85371,78014,-57317,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.688010,1779482123.688010,-274608,-161497,164378572,73563,73459,-54287,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.689135,1779482123.689135,-274608,-161497,164378572,73563,73459,-54287,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.690068,1779482123.690068,-299956,-132851,164406041,61516,72608,-63129,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.691604,1779482123.691604,-299956,-132851,164406041,61516,72608,-63129,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.692715,1779482123.692715,-338812,-142315,164438767,71389,44722,-55592,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.693814,1779482123.693814,-338812,-142315,164438767,71389,44722,-55592,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.694700,1779482123.694700,-336872,-161800,164470260,56312,48496,-53890,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.697277,1779482123.697277,-336872,-161800,164470260,56312,48496,-53890,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.698202,1779482123.698202,-338853,-165603,164473268,69917,41068,-23921,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.699466,1779482123.699466,-338853,-165603,164473268,69917,41068,-23921,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-22 16:35:23.700422,1779482123.700422,-303175,-149136,164446328,41321,24859,-24468,61,eae9fe00,0.0,0.0,0.0,0.0,0.0,0.0
