sys_datetime,unix_timestamp,raw_accel_x_lsb,raw_accel_y_lsb,raw_accel_z_lsb,raw_gyro_x_lsb,raw_gyro_y_lsb,raw_gyro_z_lsb,raw_accel_x_ms2,raw_accel_y_ms2,raw_accel_z_ms2,raw_gyro_x_degs,raw_gyro_y_degs,raw_gyro_z_degs,imu_type,imu_status_hex,veh_lat_acc_ms2,veh_long_acc_ms2,veh_vert_acc_ms2,veh_pitch_rate_degs,veh_roll_rate_degs,veh_yaw_rate_degs
2026-05-26 15:57:39.298561,1779825459.298561,-9270795,149824,164318583,50810,188731,17550,-0.5549038194992066,0.008967721738281252,9.835295605328065,0.011746943893432617,0.04363338846588135,0.004057446670532226,61,f253fe00,,,,,,
2026-05-26 15:57:39.300852,1779825459.300852,-9270795,149824,164318583,50810,188731,17550,-0.5549038194992066,0.008967721738281252,9.835295605328065,0.011746943893432617,0.04363338846588135,0.004057446670532226,61,f253fe00,5.6546187201e-05,4.6853450977e-06,7.87882964418e-05,6.172177923262997e-05,0.00019078765604772172,-0.0004886050824990959
2026-05-26 15:57:39.302095,1779825459.302095,-9473049,329024,163881564,30051,-160694,6765,-0.5670097410635376,0.019693745175781253,9.80913781494507,0.006947597145080566,-0.03715141511535645,0.0015640243148803711,61,f253fe00,5.6546187201e-05,4.6853450977e-06,7.87882964418e-05,6.172177923262997e-05,0.00019078765604772172,-0.0004886050824990959
2026-05-26 15:57:39.304286,1779825459.304286,-9473049,329024,163881564,30051,-160694,6765,-0.5670097410635376,0.019693745175781253,9.80913781494507,0.006947597145080566,-0.03715141511535645,0.0015640243148803711,61,f253fe00,-2.87635396563e-05,0.0001066549702684,-5.18601685559e-05,0.00013320332068806769,-0.00012699348089560447,-0.000987702817527248
2026-05-26 15:57:39.305925,1779825459.305925,-9001162,82410,164055627,99955,113075,14046,-0.5387649250933839,0.0049326539703369145,9.819556363034364,0.023108950538635254,0.026142209815979003,0.003247344497680664,61,f253fe00,-2.87635396563e-05,0.0001066549702684,-5.18601685559e-05,0.00013320332068806769,-0.00012699348089560447,-0.000987702817527248
2026-05-26 15:57:39.308210,1779825459.308210,-9001162,82410,164055627,99955,113075,14046,-0.5387649250933839,0.0049326539703369145,9.819556363034364,0.023108950538635254,0.026142209815979003,0.003247344497680664,61,f253fe00,0.0002629373525859,-1.91281253537e-05,-3.50132384786e-05,0.00017496499928057894,-0.00011947278716118022,-0.000984924007452042
2026-05-26 15:57:39.309366,1779825459.309366,-9473970,130495,164111296,-45089,-239045,14563,-0.5670648675567628,0.007810783641052247,9.822888433339845,-0.010424285636901856,-0.05526566036224365,0.0033668715591430665,61,f253fe00,0.0002629373525859,-1.91281253537e-05,-3.50132384786e-05,0.00017496499928057894,-0.00011947278716118022,-0.000984924007452042
2026-05-26 15:57:39.311457,1779825459.311457,-9473970,130495,164111296,-45089,-239045,14563,-0.5670648675567628,0.007810783641052247,9.822888433339845,-0.010424285636901856,-0.05526566036224365,0.0033668715591430665,61,f253fe00,-8.74019744273e-05,6.0605333381e-05,9.9968153291e-06,0.0001573168823394576,-0.00017705676154023458,-0.0014721898428392676
2026-05-26 15:57:39.312655,1779825459.312655,-9304506,-25362,163988555,37239,199526,19697,-0.5569215928033449,-0.0015180435626220706,9.815541765690615,0.008609416328430175,0.046129122756958005,0.004553819206237793,61,f253fe00,-8.74019744273e-05,6.0605333381e-05,9.9968153291e-06,0.0001573168823394576,-0.00017705676154023458,-0.0014721898428392676
2026-05-26 15:57:39.315842,1779825459.315842,-9304506,-25362,163988555,37239,199526,19697,-0.5569215928033449,-0.0015180435626220706,9.815541765690615,0.008609416328430175,0.046129122756958005,0.004553819206237793,61,f253fe00,0.0001380265455413,-0.0001015554904625,4.2091831468e-06,2.3420567880377264e-05,0.00013676382741359825,-0.0009762558804710204
2026-05-26 15:57:39.317568,1779825459.317568,-9498854,-171265,164006575,22854,-153148,-3746,-0.568554300409546,-0.010251073683166505,9.816620353538514,0.005283697219848633,-0.03540682864379883,-0.000866051010131836,61,f253fe00,0.0001380265455413,-0.0001015554904625,4.2091831468e-06,2.3420567880377264e-05,0.00013676382741359825,-0.0009762558804710204
2026-05-26 15:57:39.320714,1779825459.320714,-9498854,-171265,164006575,22854,-153148,-3746,-0.568554300409546,-0.010251073683166505,9.816620353538514,0.005283697219848633,-0.03540682864379883,-0.000866051010131836,61,f253fe00,-6.80109230432e-05,-0.0001372806350905,-8.17212576625e-05,7.435697355185059e-05,-0.0001427292156852313,-0.001009041665184439
2026-05-26 15:57:39.322768,1779825459.322768,-9275581,-224422,164699651,104533,202191,-14907,-0.5551902857278443,-0.01343278812438965,9.858104446283876,0.02416735457611084,0.04674525354766846,-0.003446402137756348,61,f253fe00,-6.80109230432e-05,-0.0001372806350905,-8.17212576625e-05,7.435697355185059e-05,-0.0001427292156852313,-0.001009041665184439
2026-05-26 15:57:39.326736,1779825459.326736,-9275581,-224422,164699651,104533,202191,-14907,-0.5551902857278443,-0.01343278812438965,9.858104446283876,0.02416735457611084,0.04674525354766846,-0.003446402137756348,61,f253fe00,0.0001454476697731,-0.0002410872011568,0.0003112577904117,0.00017571240551840343,0.0001076873522144695,-0.0010476518324253202
2026-05-26 15:57:39.328873,1779825459.328873,-10058444,252433,164381745,25866,-91212,-31280,-0.6020485830847169,0.01510938769195557,9.839076169459535,0.005980052169799805,-0.021087625396728517,-0.0072317340087890624,61,f253fe00,0.0001454476697731,-0.0002410872011568,0.0003112577904117,0.00017571240551840343,0.0001076873522144695,-0.0010476518324253202
2026-05-26 15:57:39.332505,1779825459.332505,-10058444,252433,164381745,25866,-91212,-31280,-0.6020485830847169,0.01510938769195557,9.839076169459535,0.005980052169799805,-0.021087625396728517,-0.0072317340087890624,61,f253fe00,-0.0002916969332031,7.311156992e-06,0.00025148197388,0.00015529984867318958,7.383559719895964e-05,-0.001069445374100326
2026-05-26 15:57:39.334703,1779825459.334703,-9378126,377798,164038582,12262,29398,-44745,-0.5613281209588624,0.022613114970092777,9.81853613385193,0.0028348952178955077,0.00679662776184082,-0.010344755058288574,61,f253fe00,-0.0002916969332031,7.311156992e-06,0.00025148197388,0.00015529984867318958,7.383559719895964e-05,-0.001069445374100326
2026-05-26 15:57:39.339541,1779825459.339541,-9378126,377798,164038582,12262,29398,-44745,-0.5613281209588624,0.022613114970092777,9.81853613385193,0.0028348952178955077,0.00679662776184082,-0.010344755058288574,61,f253fe00,-3.9348596082e-05,9.90676879969e-05,5.8058737683e-05,3.6843148034349527e-06,-0.0002451837266409235,-0.0011180255333356072
2026-05-26 15:57:39.341597,1779825459.341597,-9619413,465007,163595321,77753,22639,-33070,-0.5757703643582154,0.02783301328460694,9.792004728299867,0.017975991508483887,0.005233990608215332,-0.007645570449829102,61,f253fe00,-3.9348596082e-05,9.90676879969e-05,5.8058737683e-05,3.6843148034349527e-06,-0.0002451837266409235,-0.0011180255333356072
2026-05-26 15:57:39.343926,1779825459.343926,-9619413,465007,163595321,77753,22639,-33070,-0.5757703643582154,0.02783301328460694,9.792004728299867,0.017975991508483887,0.005233990608215332,-0.007645570449829102,61,f253fe00,-6.87776898037e-05,0.000183981669658,-0.0002265139663624,0.0001592084221255598,0.0001771520952772986,-0.0010981745840603567
2026-05-26 15:57:39.345259,1779825459.345259,-8852883,83531,164140839,48374,-48130,-14040,-0.5298896793942262,0.004999751471862794,9.824656730830995,0.011183756423950196,-0.011127345199584962,-0.003245957336425781,61,f253fe00,-6.87776898037e-05,0.000183981669658,-0.0002265139663624,0.0001592084221255598,0.0001771520952772986,-0.0010981745840603567
