sys_datetime,unix_timestamp,gps_week,gps_seconds,ins_status,pose_quality,ins_lat,ins_lon,ins_height_m,ins_undulation_m,roll_deg,pitch_deg,azimuth_deg,roll_sig_deg,pitch_sig_deg,azimuth_sig_deg,vel_n_ms,vel_e_ms,vel_u_ms,speed_2d_ms,vel_n_sig_ms,vel_e_sig_ms,vel_u_sig_ms,veh_lat_acc_ms2,veh_long_acc_ms2,veh_vert_acc_ms2,veh_pitch_rate_degs,veh_roll_rate_degs,veh_yaw_rate_degs,veh_pitch_rate_rads,veh_roll_rate_rads,veh_yaw_rate_rads,raw_accel_x_lsb,raw_accel_y_lsb,raw_accel_z_lsb,raw_gyro_x_lsb,raw_gyro_y_lsb,raw_gyro_z_lsb,imu_type,imu_status_hex,gnss_lat,gnss_lon,gnss_height_m,gnss_undulation_m,gnss_sol_status,gnss_pos_type,gnss_sol_quality,gnss_lat_sig_m,gnss_lon_sig_m,gnss_height_sig_m,gnss_num_svs,gnss_num_used,gnss_diff_age_s,gnss_sol_age_s,ext_pos_update,ext_vel_update,ext_att_update,ext_phase_update,ext_zero_vel,ext_wheel_sensor,ext_heading_update,ext_ins_enabled,ext_heading_align,spec_analysis_type,spec_band_id,spec_center_freq_hz,spec_bandwidth_hz,spec_power_dbm,spec_noise_dbm
2026-05-25 09:41:31.835926,1779716491.835926,2420,135705.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047162,-486238,164341319,54029,211572,-3639,61,efd3fe00,43.51527274765,-79.68396101243,191.2935,-37.1,SOL_COMPUTED,SINGLE,good,1.748,1.8114,3.283,15,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.905,1.025,-58.418,-110.873
2026-05-25 09:41:33.985817,1779716493.985817,2420,135706.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014211,-587292,164408691,37703,-59989,-7328,61,efd2fe00,43.5152713669,-79.68396163496,191.1297,-37.1,SOL_COMPUTED,SINGLE,good,1.7463,1.8134,3.2775,15,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.905,1.025,-58.418,-110.873
2026-05-25 09:41:36.252410,1779716496.252410,2420,135707.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386352,-433595,164384252,60202,61157,-28100,61,efd2fe00,43.51527062441,-79.68396176363,190.9658,-37.1,SOL_COMPUTED,SINGLE,good,1.7472,1.8136,3.2829,15,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.905,1.025,-58.418,-110.873
2026-05-25 09:41:38.367877,1779716498.367877,2420,135708.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207413,-1073245,164311059,-1366,34612,-422,61,efd2fe00,43.5152710824,-79.68396114041,190.8971,-37.1,SOL_COMPUTED,SINGLE,good,1.7564,1.8146,3.3282,15,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.832,0.879,-55.011,-105.146
2026-05-25 09:41:40.573320,1779716500.573320,2420,135709.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192638,-739139,164307506,-46728,63747,-22732,61,efd1fe00,43.51527660212,-79.68394455332,191.1982,-37.1,SOL_COMPUTED,SINGLE,good,1.7558,1.7838,3.3551,15,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.832,0.879,-55.011,-105.146
2026-05-25 09:41:42.532197,1779716502.532197,2420,135710.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825194,-784245,164569134,46485,-409012,30166,61,efd1fe00,43.51527471508,-79.68394737992,191.4179,-37.1,SOL_COMPUTED,SINGLE,good,1.7588,1.7817,3.3509,15,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.832,0.879,-55.011,-105.146
2026-05-25 09:41:44.449418,1779716504.449418,2420,135711.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977416,-439528,164860120,161348,-141603,-44634,61,efd0fe00,43.51527489551,-79.68394573734,190.7068,-37.1,SOL_COMPUTED,SINGLE,good,1.7526,1.7665,3.2816,17,14,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.832,1.172,-58.6,-112.282
2026-05-25 09:41:46.355284,1779716506.355284,2420,135712.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537969,-736420,164147376,36154,141357,-11557,61,efd0fe00,43.51527444279,-79.68394256433,189.518,-37.1,SOL_COMPUTED,SINGLE,good,1.7584,1.7667,3.2646,17,14,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.832,1.172,-58.6,-112.282
2026-05-25 09:41:47.952735,1779716507.952735,2420,135713.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558932,-304938,164345506,2203,162076,-32606,61,efcffe00,43.51527592831,-79.6839356274,189.0917,-37.1,SOL_COMPUTED,SINGLE,good,1.7628,1.7629,3.2746,17,14,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.832,1.172,-58.6,-112.282
2026-05-25 09:41:49.894076,1779716509.894076,2420,135714.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024198,-268544,164425261,151815,185800,56751,61,efcffe00,43.51529010007,-79.68388268735,174.7899,-37.1,SOL_COMPUTED,SINGLE,good,1.9626,1.7755,4.0229,15,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.832,1.318,-55.338,-106.925
