sys_datetime,unix_timestamp,raw_accel_x_lsb,raw_accel_y_lsb,raw_accel_z_lsb,raw_gyro_x_lsb,raw_gyro_y_lsb,raw_gyro_z_lsb,imu_type,imu_status_hex,veh_lat_acc_ms2,veh_long_acc_ms2,veh_vert_acc_ms2,veh_pitch_rate_degs,veh_roll_rate_degs,veh_yaw_rate_degs
2026-05-25 09:17:26.051978,1779715046.051978,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.069179,1779715046.069179,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.087673,1779715046.087673,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.104196,1779715046.104196,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.119792,1779715046.119792,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.133524,1779715046.133524,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.141746,1779715046.141746,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.149773,1779715046.149773,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.158221,1779715046.158221,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.166226,1779715046.166226,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.174585,1779715046.174585,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.182504,1779715046.182504,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.191878,1779715046.191878,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-25 09:17:26.200026,1779715046.200026,2128407,-1188008,164331981,-16659,-152733,27774,61,f690fe00,0.0,0.0,0.0,0.0,0.0,0.0
