sys_datetime,unix_timestamp,gps_week,gps_seconds,ins_status,pose_quality,ins_lat,ins_lon,ins_height_m,ins_undulation_m,roll_deg,pitch_deg,azimuth_deg,roll_sig_deg,pitch_sig_deg,azimuth_sig_deg,vel_n_ms,vel_e_ms,vel_u_ms,speed_2d_ms,vel_n_sig_ms,vel_e_sig_ms,vel_u_sig_ms,veh_lat_acc_ms2,veh_long_acc_ms2,veh_vert_acc_ms2,veh_pitch_rate_degs,veh_roll_rate_degs,veh_yaw_rate_degs,veh_pitch_rate_rads,veh_roll_rate_rads,veh_yaw_rate_rads,raw_accel_x_lsb,raw_accel_y_lsb,raw_accel_z_lsb,raw_gyro_x_lsb,raw_gyro_y_lsb,raw_gyro_z_lsb,imu_type,imu_status_hex,gnss_lat,gnss_lon,gnss_height_m,gnss_undulation_m,gnss_sol_status,gnss_pos_type,gnss_sol_quality,gnss_lat_sig_m,gnss_lon_sig_m,gnss_height_sig_m,gnss_num_svs,gnss_num_used,gnss_diff_age_s,gnss_sol_age_s,ext_pos_update,ext_vel_update,ext_att_update,ext_phase_update,ext_zero_vel,ext_wheel_sensor,ext_heading_update,ext_ins_enabled,ext_heading_align,spec_analysis_type,spec_band_id,spec_center_freq_hz,spec_bandwidth_hz,spec_power_dbm,spec_noise_dbm
2026-05-25 08:45:59.370880,1779713159.370880,2420,132256.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996698,-1128768,164134420,15605,-212187,63332,61,054dfe00,43.51539552375,-79.68396410802,172.5789,-37.1,SOL_COMPUTED,SINGLE,good,1.454,1.6641,3.045,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:45:59.799472,1779713159.799472,2420,132257.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201724,-1912933,164283282,-63507,134665,188805,61,0547fe00,43.51539572427,-79.68396440425,172.6565,-37.1,SOL_COMPUTED,SINGLE,good,1.4522,1.6622,3.0433,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:00.965719,1779713160.965719,2420,132378.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4983875,-1723486,164311413,49765,-162836,16129,61,030afe00,43.51548445427,-79.68395755257,167.9098,-37.1,SOL_COMPUTED,SINGLE,good,1.5495,1.4918,2.7881,15,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:01.755182,1779713161.755182,2420,132379.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5122435,-1689149,164340444,8597,66870,40153,61,0306fe00,43.51545391495,-79.6839753573,166.3894,-37.1,SOL_COMPUTED,SINGLE,good,1.6955,1.5535,2.8243,15,12,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:02.448068,1779713162.448068,2420,132380.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5169517,-1687507,164322323,35891,-44019,39708,61,0301fe00,43.51545085783,-79.68397605523,168.2529,-37.1,SOL_COMPUTED,SINGLE,good,1.6912,1.537,2.8361,15,12,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:03.238609,1779713163.238609,2420,132381.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76254626,-59721,125748711,-549042,-41339670,-136249,61,02fdfe00,43.51544898864,-79.68398000319,167.7218,-37.1,SOL_COMPUTED,SINGLE,good,1.6884,1.5268,2.8199,15,12,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:03.925736,1779713163.925736,2420,132382.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3996683,-1673489,163450917,-15066,131424,321505,61,02f8fe00,43.51544595518,-79.68398005815,169.6909,-37.1,SOL_COMPUTED,SINGLE,good,1.6972,1.5323,2.8393,15,12,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:04.617471,1779713164.617471,2420,132383.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4766975,-1311929,164193439,54258,-491211,-79860,61,02f4fe00,43.51544661132,-79.68397647396,170.8461,-37.1,SOL_COMPUTED,SINGLE,good,1.6855,1.5226,2.8127,15,12,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:05.643679,1779713165.643679,2420,132384.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5142949,-1494882,164380553,3781,-72608,61073,61,02f0fe00,43.5154409341,-79.68396857977,171.6499,-37.1,SOL_COMPUTED,SINGLE,good,1.6716,1.5057,2.8185,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:06.635668,1779713166.635668,2420,132385.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5007961,-1442341,164338289,-1965,-6757,97180,61,02ebfe00,43.51543888524,-79.6839684976,171.5796,-37.1,SOL_COMPUTED,SINGLE,good,1.6655,1.5032,2.8089,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:07.638878,1779713167.638878,2420,132386.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5036702,-1533319,164365599,60013,-21895,86905,61,02e7fe00,43.51544066041,-79.683970129,170.2014,-37.1,SOL_COMPUTED,SINGLE,good,1.6883,1.5153,2.8677,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:08.621459,1779713168.621459,2420,132387.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4903291,-1534664,164270412,7042,-79983,97280,61,02e2fe00,43.51544267787,-79.68397172297,170.0513,-37.1,SOL_COMPUTED,SINGLE,good,1.6635,1.4961,2.8076,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:09.621465,1779713169.621465,2420,132388.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4948287,-1681936,164229377,24307,-44438,84040,61,02defe00,43.51544335424,-79.68396800228,169.7558,-37.1,SOL_COMPUTED,SINGLE,good,1.7025,1.5655,2.9014,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.759,1.172,-60.465,-113.578
2026-05-25 08:46:10.620246,1779713170.620246,2420,132389.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4815703,-1329727,164514619,-11262,-50207,105648,61,02d9fe00,43.51544753644,-79.68398325963,168.7471,-37.1,SOL_COMPUTED,SINGLE,good,1.6855,1.5422,2.8587,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.759,1.172,-60.465,-113.578
2026-05-25 08:46:11.646447,1779713171.646447,2420,132390.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4681433,-1534538,164207291,-42570,-85043,79261,61,02d5fe00,43.51544391602,-79.68397534461,169.7735,-37.1,SOL_COMPUTED,SINGLE,good,1.6857,1.5347,2.8448,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.759,1.172,-60.465,-113.578
2026-05-25 08:46:12.629815,1779713172.629815,2420,132391.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5064209,-1575692,164387853,63182,-36977,48300,61,02d0fe00,43.51544471341,-79.68397570087,170.3035,-37.1,SOL_COMPUTED,SINGLE,good,1.6832,1.5379,2.8467,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:13.632925,1779713173.632925,2420,132392.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5020144,-1714213,164290696,-3426,-16707,100835,61,02ccfe00,43.51544376796,-79.68397345024,170.5309,-37.1,SOL_COMPUTED,SINGLE,good,1.6772,1.5309,2.8332,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:14.637688,1779713174.637688,2420,132393.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4834932,-1569824,164148526,26466,-27112,80058,61,02c8fe00,43.51544126786,-79.68396669963,171.0462,-37.1,SOL_COMPUTED,SINGLE,good,1.6801,1.53,2.8565,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:15.630001,1779713175.630001,2420,132394.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5002549,-1606623,164313817,22206,31913,65554,61,02c3fe00,43.51543915419,-79.68396213639,171.6573,-37.1,SOL_COMPUTED,SINGLE,good,1.6793,1.5254,2.8615,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:16.625011,1779713176.625011,2420,132395.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5190147,-1911056,164530282,203536,383259,83038,61,02bffe00,43.51543203813,-79.68396643262,173.8459,-37.1,SOL_COMPUTED,SINGLE,good,1.6795,1.5258,2.8661,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:17.620369,1779713177.620369,2420,132396.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5242915,-1578878,164475574,3284,-108727,55811,61,02bbfe00,43.51542451928,-79.68396296166,176.054,-37.1,SOL_COMPUTED,SINGLE,good,1.6807,1.5177,2.8858,16,13,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:18.632672,1779713178.632672,2420,132397.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4974968,-1578921,164281726,38389,5388,87499,61,02b6fe00,43.51542579614,-79.68396665401,177.967,-37.1,SOL_COMPUTED,SINGLE,good,1.7096,1.5227,3.1572,16,12,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
2026-05-25 08:46:19.641220,1779713179.641220,2420,132398.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4852631,-1740541,164248535,-42980,-19961,70914,61,02b1fe00,43.5154230471,-79.68396149414,179.0064,-37.1,SOL_COMPUTED,SINGLE,good,1.7181,1.5293,3.1926,16,12,0.0,0.0,0,0,0,0,0,0,0,0,0,—,—,0.0,0.0,0.0,0.0
