sys_datetime,unix_timestamp,gps_week,gps_seconds,ins_status,pose_quality,ins_lat,ins_lon,ins_height_m,ins_undulation_m,roll_deg,pitch_deg,azimuth_deg,roll_sig_deg,pitch_sig_deg,azimuth_sig_deg,vel_n_ms,vel_e_ms,vel_u_ms,speed_2d_ms,vel_n_sig_ms,vel_e_sig_ms,vel_u_sig_ms,veh_lat_acc_ms2,veh_long_acc_ms2,veh_vert_acc_ms2,veh_pitch_rate_degs,veh_roll_rate_degs,veh_yaw_rate_degs,veh_pitch_rate_rads,veh_roll_rate_rads,veh_yaw_rate_rads,raw_accel_x_lsb,raw_accel_y_lsb,raw_accel_z_lsb,raw_gyro_x_lsb,raw_gyro_y_lsb,raw_gyro_z_lsb,imu_type,imu_status_hex,gnss_lat,gnss_lon,gnss_height_m,gnss_undulation_m,gnss_sol_status,gnss_pos_type,gnss_sol_quality,gnss_lat_sig_m,gnss_lon_sig_m,gnss_height_sig_m,gnss_num_svs,gnss_num_used,gnss_diff_age_s,gnss_sol_age_s,ext_pos_update,ext_vel_update,ext_att_update,ext_phase_update,ext_zero_vel,ext_wheel_sensor,ext_heading_update,ext_ins_enabled,ext_heading_align,spec_analysis_type,spec_band_id,spec_center_freq_hz,spec_bandwidth_hz,spec_power_dbm,spec_noise_dbm
2026-05-25 10:46:12.266173,1779720372.266173,2420,139553.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2691260,-1597583,164381429,61968,46373,-12538,61,ed47fe00,43.51536538937,-79.68394534568,167.959,-37.1,SOL_COMPUTED,SINGLE,good,1.5042,1.3416,2.317,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1187.686,1.318,-59.661,-114.096
2026-05-25 10:46:12.361271,1779720372.361271,2420,139590.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795115,-1573087,164361889,58661,66022,-35442,61,ed44fe00,43.51535306957,-79.68390334794,168.3186,-37.1,SOL_COMPUTED,SINGLE,good,1.5064,1.3507,2.3234,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1188.015,1.685,-58.46,-112.551
2026-05-25 10:46:13.023386,1779720373.023386,2420,139591.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673562,-1623902,164352408,68909,34581,-8955,61,ed44fe00,43.51535215986,-79.68390406387,168.5317,-37.1,SOL_COMPUTED,SINGLE,good,1.5074,1.3515,2.3248,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1188.015,1.685,-58.46,-112.551
2026-05-25 10:46:14.022783,1779720374.022783,2420,139592.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745273,-1540772,164382494,45518,57526,-16853,61,ed44fe00,43.51535194962,-79.68390046238,168.3855,-37.1,SOL_COMPUTED,SINGLE,good,1.5123,1.363,2.3353,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1188.015,1.685,-58.46,-112.551
2026-05-25 10:46:15.023837,1779720375.023837,2420,139593.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741437,-1545212,164386259,43462,83538,-11449,61,ed44fe00,43.51535141389,-79.68389814534,168.3712,-37.1,SOL_COMPUTED,SINGLE,good,1.5146,1.3745,2.3448,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1188.052,1.465,-57.582,-109.357
2026-05-25 10:46:16.022206,1779720376.022206,2420,139594.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2695270,-1574435,164386944,93639,45718,-33034,61,ed44fe00,43.51535085142,-79.68389636084,168.3246,-37.1,SOL_COMPUTED,SINGLE,good,1.5149,1.3792,2.3449,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1188.052,1.465,-57.582,-109.357
2026-05-25 10:46:17.022154,1779720377.022154,2420,139595.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728846,-1562731,164344722,42390,30489,-40610,61,ed44fe00,43.51535130611,-79.68389249235,168.1501,-37.1,SOL_COMPUTED,SINGLE,good,1.5179,1.3867,2.3511,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1188.052,1.465,-57.582,-109.357
2026-05-25 10:46:18.024027,1779720378.024027,2420,139596.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28690662,-3902868,162829615,-5468329,-291186916,-1592268,61,ed44fe00,43.51534686691,-79.68390092226,168.9277,-37.1,SOL_COMPUTED,SINGLE,good,1.5155,1.3696,2.3413,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1197.317,5.64,-58.086,-122.954
2026-05-25 10:46:19.022400,1779720379.022400,2420,139597.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62337183,-4706088,149177730,6012642,242347708,1857550,61,ed44fe00,43.51534284121,-79.68390939443,169.8506,-37.1,SOL_COMPUTED,SINGLE,good,1.5071,1.3434,2.3208,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L5,1197.317,5.64,-58.086,-122.954
2026-05-25 10:46:20.022882,1779720380.022882,2420,139598.0,,,,,,,,,,,,,,,,0.0000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97440137,-9319444,124754456,-14157630,-210097968,22710872,61,ed43fe00,43.51534167432,-79.6839107549,170.2404,-37.1,SOL_COMPUTED,SINGLE,good,1.5086,1.3418,2.321,19,18,0.0,0.0,0,0,0,0,0,0,0,0,0,SPECTRUMANALYSIS,L2,1226.011,6.152,-59.353,-123.184
